house_id,land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket,crime_rate_index,room_size,property_value
222,304 sqm,266 sqm,4,2,Yes,Yes,No,Yes,0.9km,Yes,9 Years,No,4.9 km,0.42,small,259447
223,150 sqm,146 sqm,1,2,Yes,No,No,No,4.4km,No,11 Years,No,3.1 km,0.67,medium,107623
224,302 sqm,279 sqm,4,4,Yes,Yes,Yes,Yes,1.4km,Yes,16 Years,No,2.5 km,3.95,medium,255877
225,289 sqm,267 sqm,4,4,Yes,Yes,Yes,Yes,2.9km,Yes,11 Years,No,6.8 km,5.10,small,253564
226,120 sqm,103 sqm,1,1,No,Yes,No,No,0.7km,No,11 Years,No,5.1 km,4.87,medium,94746
227,126 sqm,119 sqm,2,1,No,Yes,No,Yes,1.2km,No,10 Years,No,0.8 km,5.03,large,119907
228,223 sqm,221 sqm,4,2,Yes,No,No,Yes,6.1km,No,7 Years,No,1.3 km,2.87,small,171645
229,238 sqm,228 sqm,4,5,No,Yes,No,Yes,1.8km,Yes,4 Years,No,5.8 km,4.92,medium,209202
230,451 sqm,411 sqm,6,6,Yes,Yes,Yes,Yes,2.4km,Yes,16 Years,No,5.3 km,0.71,small,378002
231,102 sqm,89 sqm,1,2,No,Yes,Yes,No,3.7km,No,14 Years,No,3.5 km,0.36,medium,97490
232,281 sqm,257 sqm,4,5,Yes,Yes,Yes,Yes,0.9km,Yes,12 Years,No,1.3 km,3.28,small,251810
233,275 sqm,234 sqm,4,2,Yes,Yes,No,Yes,4.6km,No,9 Years,No,4.8 km,1.57,small,203732
234,213 sqm,182 sqm,3,4,Yes,Yes,Yes,No,4.5km,Yes,7 Years,No,6.4 km,0.46,small,182073
235,279 sqm,268 sqm,4,5,Yes,Yes,Yes,Yes,0.6km,Yes,13 Years,No,5.1 km,1.34,medium,256259
236,100 sqm,92 sqm,1,1,Yes,Yes,No,No,6.1km,No,9 Years,No,5.7 km,1.57,small,72429
237,164 sqm,153 sqm,3,3,Yes,Yes,Yes,No,6.9km,Yes,17 Years,No,0.3 km,4.64,small,136052
238,243 sqm,208 sqm,5,3,Yes,Yes,Yes,Yes,2.4km,Yes,4 Years,No,1.9 km,0.68,medium,240139
239,129 sqm,126 sqm,1,2,No,No,No,No,1.7km,No,11 Years,No,3.5 km,5.13,small,86600
240,121 sqm,111 sqm,2,1,Yes,Yes,Yes,No,4.6km,No,8 Years,No,3.2 km,4.53,large,92962
241,192 sqm,168 sqm,4,2,Yes,Yes,Yes,Yes,6.8km,Yes,22 Years,No,4.3 km,5.56,medium,165594
242,202 sqm,193 sqm,3,3,No,No,Yes,No,0.3km,No,11 Years,No,2.4 km,1.02,medium,163867
243,270 sqm,245 sqm,4,5,Yes,Yes,Yes,No,0.1km,Yes,15 Years,No,5.9 km,3.90,medium,230019
244,155 sqm,151 sqm,2,3,No,No,No,No,3.2km,No,16 Years,No,2.4 km,0.65,small,107775
245,256 sqm,253 sqm,4,3,Yes,Yes,No,Yes,1.4km,Yes,18 Years,No,3.7 km,1.60,small,218635
246,326 sqm,318 sqm,5,4,Yes,Yes,Yes,Yes,4.5km,Yes,16 Years,No,1.2 km,3.42,small,266852
247,371 sqm,334 sqm,6,6,Yes,Yes,Yes,Yes,5.6km,Yes,20 Years,No,3.6 km,5.40,medium,299188
248,210 sqm,182 sqm,4,4,Yes,Yes,Yes,Yes,0.6km,No,9 Years,No,4.4 km,1.43,small,184745
249,185 sqm,184 sqm,2,1,No,No,No,No,3.8km,No,9 Years,No,2.5 km,2.35,medium,123228
250,158 sqm,137 sqm,3,4,No,No,No,Yes,6.6km,Yes,16 Years,No,4.2 km,3.71,medium,123849
251,126 sqm,118 sqm,1,2,No,No,No,No,1.5km,No,19 Years,No,3.1 km,0.95,medium,93285
252,214 sqm,187 sqm,4,5,No,Yes,Yes,Yes,4.5km,Yes,20 Years,No,0.7 km,3.17,medium,198485
253,133 sqm,131 sqm,2,3,Yes,No,No,No,1.5km,No,14 Years,No,6.3 km,5.79,large,91774
254,294 sqm,263 sqm,4,3,Yes,Yes,Yes,Yes,3.4km,No,8 Years,No,5.9 km,0.92,small,240268
255,275 sqm,237 sqm,4,2,Yes,Yes,Yes,Yes,2.8km,Yes,11 Years,No,3.4 km,0.75,medium,252453
256,347 sqm,347 sqm,5,3,Yes,No,Yes,Yes,4.5km,Yes,5 Years,No,0.6 km,3.16,small,280575
257,186 sqm,166 sqm,3,1,No,No,No,No,4.7km,No,5 Years,No,1.6 km,5.59,small,120711
258,335 sqm,288 sqm,5,2,Yes,Yes,Yes,Yes,0.6km,Yes,5 Years,No,1.9 km,2.39,medium,301216
259,488 sqm,474 sqm,7,5,Yes,Yes,No,Yes,6.3km,Yes,15 Years,No,2.6 km,3.25,extra_large,391633
260,236 sqm,225 sqm,3,2,Yes,Yes,No,No,1.2km,No,11 Years,No,4.9 km,5.68,small,162387
261,230 sqm,219 sqm,3,1,No,Yes,No,No,2.3km,Yes,12 Years,No,3.8 km,4.05,medium,176992
262,210 sqm,188 sqm,3,1,Yes,Yes,Yes,No,4.1km,No,4 Years,No,6.5 km,1.19,small,156943
263,507 sqm,507 sqm,7,7,Yes,Yes,Yes,Yes,4.1km,Yes,10 Years,No,2.8 km,3.82,large,412984
264,126 sqm,125 sqm,2,1,No,No,No,No,1.6km,Yes,14 Years,No,0.4 km,5.90,large,105075
265,279 sqm,252 sqm,4,5,Yes,Yes,Yes,Yes,3.3km,Yes,9 Years,No,3.1 km,0.88,medium,243798
266,349 sqm,344 sqm,5,2,Yes,No,Yes,Yes,5.7km,Yes,17 Years,No,0.6 km,1.61,small,270197
267,230 sqm,208 sqm,5,3,Yes,Yes,Yes,Yes,3.2km,Yes,16 Years,No,5.5 km,3.94,medium,205747
268,279 sqm,266 sqm,4,2,Yes,Yes,Yes,Yes,2.8km,Yes,2 Years,No,3.4 km,5.03,medium,250027
269,183 sqm,181 sqm,2,2,No,No,No,Yes,2.2km,No,8 Years,No,1.3 km,0.22,small,150339
270,229 sqm,209 sqm,3,1,Yes,Yes,No,No,5.8km,No,15 Years,No,3.9 km,0.70,medium,158692
271,220 sqm,220 sqm,4,4,Yes,Yes,Yes,Yes,0.6km,Yes,1 Years,No,0.9 km,3.31,medium,213757
272,225 sqm,218 sqm,3,1,No,Yes,No,Yes,2.9km,No,12 Years,No,1.3 km,0.05,medium,187490
273,220 sqm,208 sqm,3,4,No,No,Yes,No,6.1km,No,9 Years,No,1.3 km,5.51,small,147799
274,141 sqm,129 sqm,1,2,No,Yes,No,No,3.4km,No,6 Years,No,2.4 km,0.87,medium,110770
275,300 sqm,300 sqm,4,4,No,No,Yes,Yes,5.4km,No,8 Years,No,3.2 km,1.90,small,214089
276,295 sqm,256 sqm,5,5,Yes,Yes,Yes,Yes,2.3km,Yes,9 Years,No,6.7 km,5.14,medium,257101
277,258 sqm,252 sqm,4,2,Yes,Yes,Yes,Yes,2.1km,Yes,16 Years,No,0.6 km,4.12,medium,231531
278,232 sqm,227 sqm,3,4,Yes,No,No,No,5.7km,Yes,14 Years,No,2.3 km,2.38,medium,180936
279,211 sqm,210 sqm,4,3,Yes,Yes,Yes,Yes,1.7km,Yes,18 Years,No,0.4 km,0.49,small,200912
280,213 sqm,208 sqm,4,3,Yes,Yes,Yes,Yes,2.2km,Yes,3 Years,No,0.9 km,2.10,medium,203087
281,228 sqm,221 sqm,4,5,Yes,Yes,No,Yes,6.7km,Yes,16 Years,No,2.6 km,2.42,small,190587
282,123 sqm,107 sqm,1,1,No,No,No,No,3.7km,No,19 Years,No,5.4 km,5.48,small,74588
283,219 sqm,208 sqm,3,4,No,Yes,No,No,5.7km,Yes,6 Years,No,4.3 km,3.58,medium,160441
284,206 sqm,197 sqm,3,2,Yes,No,Yes,No,1.6km,Yes,1 Years,No,6.3 km,4.36,medium,168807
285,278 sqm,251 sqm,4,2,Yes,Yes,Yes,Yes,0.1km,No,15 Years,No,2.9 km,4.50,medium,224582
286,306 sqm,262 sqm,4,5,Yes,Yes,No,Yes,2.9km,Yes,18 Years,No,4.3 km,1.58,medium,250645
287,232 sqm,217 sqm,3,4,No,Yes,Yes,No,5.1km,Yes,20 Years,No,2.6 km,2.26,small,181021
288,235 sqm,214 sqm,3,1,No,No,Yes,No,0.1km,No,12 Years,No,2.3 km,4.86,small,177385
289,264 sqm,245 sqm,4,2,Yes,Yes,Yes,Yes,1.2km,Yes,17 Years,No,4.2 km,3.51,medium,225428
290,159 sqm,151 sqm,3,3,Yes,Yes,No,No,5.4km,Yes,2 Years,No,4.4 km,2.10,medium,134211
291,116 sqm,111 sqm,1,2,No,No,No,No,2.2km,Yes,15 Years,No,0.7 km,4.83,medium,95184
292,203 sqm,192 sqm,4,5,Yes,Yes,No,Yes,1.8km,Yes,6 Years,No,5.5 km,0.32,medium,188579
293,212 sqm,192 sqm,4,3,Yes,Yes,Yes,No,2.3km,Yes,19 Years,No,3.9 km,2.98,small,177919
294,232 sqm,220 sqm,3,2,No,Yes,Yes,No,4.2km,No,22 Years,No,1.7 km,3.30,medium,165869
295,144 sqm,127 sqm,2,2,No,Yes,No,No,4.3km,No,4 Years,No,3.4 km,0.35,medium,105738
296,216 sqm,211 sqm,3,4,Yes,No,No,Yes,5.4km,No,9 Years,No,6.3 km,4.49,small,162384
297,178 sqm,178 sqm,3,1,No,No,No,Yes,5.8km,Yes,8 Years,No,2.6 km,1.19,medium,149631
298,221 sqm,193 sqm,3,2,Yes,No,No,No,2.1km,Yes,5 Years,No,3.6 km,4.19,medium,173453
299,277 sqm,248 sqm,4,3,Yes,Yes,Yes,No,0.2km,Yes,2 Years,No,6.4 km,4.54,small,232985
300,293 sqm,290 sqm,5,5,No,Yes,No,Yes,3.9km,Yes,17 Years,No,0.1 km,0.07,medium,250231
301,223 sqm,211 sqm,3,2,Yes,Yes,No,No,6.2km,No,4 Years,No,5.9 km,0.15,medium,158486
302,208 sqm,178 sqm,4,2,Yes,Yes,Yes,Yes,0.7km,Yes,12 Years,No,2.9 km,4.46,small,199055
303,281 sqm,246 sqm,4,3,Yes,Yes,Yes,No,5.6km,Yes,8 Years,No,5.5 km,4.64,small,217036
304,235 sqm,205 sqm,5,2,Yes,Yes,Yes,Yes,5.1km,Yes,9 Years,No,0.9 km,4.44,small,206962
305,137 sqm,137 sqm,1,1,Yes,No,No,No,5.9km,No,15 Years,No,0.9 km,4.86,small,89735
306,267 sqm,266 sqm,4,2,Yes,No,Yes,Yes,5.4km,Yes,7 Years,No,5.5 km,5.74,small,211921
307,246 sqm,216 sqm,4,3,Yes,Yes,Yes,Yes,1.5km,Yes,2 Years,No,1.7 km,5.28,medium,227213
308,212 sqm,209 sqm,3,2,Yes,No,No,No,3.3km,No,5 Years,No,6.1 km,5.85,small,144360
309,196 sqm,181 sqm,4,3,No,Yes,Yes,No,2.2km,No,22 Years,No,2.7 km,1.03,small,148155
310,258 sqm,244 sqm,5,5,Yes,Yes,Yes,Yes,5.3km,Yes,5 Years,No,3.6 km,0.41,medium,234734
311,217 sqm,193 sqm,4,3,Yes,Yes,No,Yes,5.6km,No,2 Years,No,4.6 km,1.71,small,165913
312,309 sqm,282 sqm,4,4,Yes,Yes,No,Yes,5.8km,Yes,12 Years,No,0.5 km,1.93,medium,269363
313,230 sqm,201 sqm,3,4,No,Yes,No,No,5.7km,Yes,3 Years,No,1.1 km,0.10,small,177883
314,274 sqm,248 sqm,5,5,Yes,Yes,Yes,Yes,3.3km,Yes,12 Years,No,2.1 km,0.43,small,243876
315,161 sqm,161 sqm,3,4,Yes,No,No,Yes,2.1km,Yes,16 Years,No,1.2 km,2.94,small,145070
316,306 sqm,302 sqm,5,4,Yes,Yes,Yes,Yes,2.5km,Yes,20 Years,No,2.1 km,5.42,medium,251294
317,111 sqm,111 sqm,1,2,Yes,No,No,No,2.6km,No,21 Years,Yes,4.1 km,4.48,small,85197
318,157 sqm,155 sqm,2,1,Yes,No,No,Yes,4.6km,No,2 Years,No,0.8 km,5.54,large,130667
319,131 sqm,113 sqm,2,3,No,No,No,Yes,2.4km,No,11 Years,No,6.4 km,1.70,large,110035
320,123 sqm,113 sqm,2,2,No,Yes,No,No,4.8km,No,3 Years,No,6.7 km,1.84,medium,89665
321,190 sqm,189 sqm,4,5,Yes,Yes,Yes,Yes,3.1km,Yes,12 Years,No,1.8 km,0.38,small,174947
322,266 sqm,242 sqm,4,3,Yes,Yes,Yes,No,4.9km,Yes,3 Years,No,0.6 km,2.72,small,218217
323,200 sqm,193 sqm,4,4,No,Yes,Yes,Yes,0.8km,Yes,10 Years,No,5.5 km,3.63,small,183451
324,258 sqm,258 sqm,5,2,Yes,Yes,Yes,Yes,2.9km,No,19 Years,No,2.7 km,1.58,small,199685
325,471 sqm,403 sqm,8,8,Yes,Yes,Yes,Yes,3.9km,Yes,7 Years,No,2.6 km,2.99,extra_large,392630
326,207 sqm,190 sqm,3,2,No,No,Yes,No,6.9km,Yes,21 Years,No,1.4 km,4.03,small,148489
327,251 sqm,244 sqm,4,4,Yes,Yes,No,Yes,2.5km,Yes,8 Years,No,0.7 km,4.87,small,219204
328,242 sqm,234 sqm,4,3,No,Yes,Yes,Yes,0.4km,Yes,19 Years,No,2.5 km,0.69,medium,223734
329,354 sqm,305 sqm,5,2,Yes,Yes,Yes,Yes,6.1km,Yes,21 Years,No,4.7 km,2.97,medium,281686
330,293 sqm,274 sqm,5,5,Yes,Yes,Yes,Yes,0.1km,Yes,4 Years,No,0.8 km,5.08,medium,280413
331,165 sqm,164 sqm,3,2,No,No,Yes,No,5.1km,Yes,9 Years,Yes,3.6 km,1.01,small,144414
332,145 sqm,136 sqm,2,2,Yes,Yes,No,No,6.6km,No,3 Years,No,6.9 km,2.37,small,103089
333,216 sqm,205 sqm,4,3,Yes,Yes,Yes,Yes,6.5km,Yes,16 Years,No,4.9 km,1.90,medium,190030
334,192 sqm,185 sqm,4,3,No,Yes,Yes,Yes,6.1km,Yes,10 Years,No,1.6 km,3.42,medium,169506
335,238 sqm,210 sqm,5,3,Yes,Yes,Yes,Yes,4.6km,Yes,11 Years,No,5.3 km,2.64,medium,211673
336,169 sqm,145 sqm,3,4,Yes,No,No,Yes,2.2km,Yes,5 Years,No,4.4 km,1.87,medium,153349
337,113 sqm,107 sqm,1,1,No,Yes,No,Yes,3.3km,No,18 Years,No,2.5 km,2.85,small,97920
338,215 sqm,197 sqm,3,4,Yes,Yes,Yes,No,5.2km,No,1 Years,No,1.4 km,1.89,medium,171471
339,258 sqm,256 sqm,5,3,Yes,No,Yes,Yes,5.1km,Yes,13 Years,No,6.7 km,2.09,small,208112
340,285 sqm,272 sqm,5,2,Yes,Yes,Yes,Yes,4.5km,Yes,12 Years,No,0.8 km,5.60,medium,240336
341,165 sqm,155 sqm,3,3,No,No,No,Yes,5.8km,Yes,19 Years,No,2.8 km,0.53,small,135725
342,278 sqm,262 sqm,4,2,Yes,Yes,Yes,Yes,4.3km,Yes,12 Years,No,0.4 km,4.64,medium,240832
343,129 sqm,111 sqm,1,1,No,No,No,No,2.5km,No,22 Years,No,0.9 km,0.96,small,94593
344,201 sqm,201 sqm,4,5,Yes,No,Yes,Yes,3.5km,Yes,10 Years,No,4.4 km,2.53,small,174635
345,287 sqm,284 sqm,5,5,Yes,No,Yes,Yes,2.1km,Yes,10 Years,No,5.8 km,5.16,small,237630
346,191 sqm,186 sqm,3,1,Yes,No,No,No,6.6km,Yes,9 Years,Yes,2.4 km,0.92,medium,173289
347,166 sqm,152 sqm,2,1,No,No,No,Yes,2.4km,No,1 Years,No,2.1 km,2.20,small,129806
348,178 sqm,163 sqm,2,2,No,Yes,No,Yes,5.5km,No,1 Years,No,2.4 km,2.54,large,146506
349,169 sqm,156 sqm,3,2,Yes,Yes,No,No,4.8km,Yes,8 Years,No,3.3 km,1.87,medium,142197
350,232 sqm,200 sqm,3,3,No,Yes,No,No,1.4km,No,16 Years,No,6.8 km,2.29,small,157665
351,314 sqm,304 sqm,5,2,No,Yes,Yes,No,4.9km,Yes,5 Years,No,4.1 km,5.66,small,237665
352,288 sqm,254 sqm,4,3,Yes,Yes,Yes,Yes,6.3km,Yes,9 Years,No,0.8 km,3.68,small,249382
353,340 sqm,290 sqm,5,3,Yes,Yes,Yes,Yes,1.9km,Yes,7 Years,No,4.1 km,3.22,small,290142
354,188 sqm,186 sqm,3,4,Yes,No,No,Yes,5.7km,No,14 Years,No,5.1 km,1.89,medium,146608
355,206 sqm,189 sqm,3,4,No,Yes,No,No,1.5km,Yes,15 Years,No,0.9 km,5.27,medium,159464
356,209 sqm,207 sqm,4,2,Yes,Yes,Yes,Yes,4.2km,Yes,21 Years,No,1.2 km,1.19,small,177342
357,172 sqm,148 sqm,2,1,No,No,No,No,2.3km,No,15 Years,No,6.5 km,4.42,medium,113652
358,121 sqm,118 sqm,1,2,No,No,No,No,6.3km,No,6 Years,No,3.2 km,3.50,small,80640
359,110 sqm,100 sqm,1,1,Yes,No,No,No,6.5km,Yes,17 Years,No,6.8 km,0.17,medium,82092
360,230 sqm,203 sqm,4,4,Yes,Yes,Yes,Yes,3.4km,Yes,17 Years,No,1.2 km,0.39,medium,216298
361,143 sqm,132 sqm,1,1,No,Yes,No,No,2.8km,Yes,7 Years,No,5.6 km,5.86,small,111090
362,183 sqm,173 sqm,2,1,No,Yes,No,Yes,0.7km,No,6 Years,No,1.7 km,5.23,large,163579
363,226 sqm,215 sqm,3,3,Yes,Yes,Yes,No,0.2km,Yes,11 Years,No,1.7 km,1.98,medium,210203
364,265 sqm,255 sqm,4,3,Yes,Yes,Yes,No,5.1km,Yes,19 Years,No,1.5 km,2.61,small,200090
365,421 sqm,389 sqm,7,5,Yes,Yes,Yes,Yes,3.4km,Yes,22 Years,No,2.9 km,4.61,extra_large,342979
366,151 sqm,142 sqm,3,3,No,Yes,No,No,5.6km,Yes,16 Years,No,0.9 km,4.75,medium,119642
367,410 sqm,362 sqm,7,7,Yes,Yes,Yes,Yes,2.7km,Yes,15 Years,No,3.2 km,0.40,medium,347023
368,117 sqm,110 sqm,1,1,No,No,No,No,6.1km,No,15 Years,No,1.9 km,3.09,small,73259
369,205 sqm,203 sqm,4,5,No,No,No,Yes,1.3km,Yes,18 Years,No,5.5 km,5.21,medium,167198
370,216 sqm,214 sqm,3,3,No,No,Yes,No,5.9km,Yes,22 Years,No,1.6 km,2.07,large,163013
371,166 sqm,142 sqm,3,3,Yes,Yes,No,No,4.3km,Yes,10 Years,No,3.5 km,3.16,small,134523
372,304 sqm,268 sqm,5,4,Yes,Yes,Yes,Yes,4.1km,Yes,9 Years,No,1.6 km,2.58,small,264890
373,317 sqm,276 sqm,5,3,Yes,Yes,Yes,Yes,4.5km,Yes,16 Years,Yes,3.9 km,2.76,small,304197
374,128 sqm,112 sqm,1,1,No,No,No,No,1.1km,No,20 Years,No,3.4 km,5.81,small,85093
375,297 sqm,267 sqm,4,3,Yes,Yes,No,Yes,3.2km,Yes,2 Years,No,2.4 km,3.67,medium,254980
376,251 sqm,239 sqm,5,5,Yes,Yes,Yes,No,2.4km,Yes,7 Years,No,1.3 km,4.99,medium,216225
377,315 sqm,281 sqm,5,3,Yes,Yes,Yes,Yes,4.7km,Yes,13 Years,No,5.6 km,0.76,small,266922
378,154 sqm,149 sqm,3,2,No,No,No,Yes,1.6km,Yes,13 Years,No,1.4 km,4.43,medium,135239
379,334 sqm,295 sqm,5,4,Yes,Yes,Yes,Yes,2.2km,Yes,6 Years,No,3.7 km,2.11,small,291314
380,301 sqm,295 sqm,4,2,Yes,Yes,Yes,Yes,6.2km,No,18 Years,No,4.7 km,4.60,small,211264
381,304 sqm,264 sqm,5,5,Yes,Yes,Yes,Yes,2.4km,Yes,21 Years,No,0.7 km,2.33,small,254959
382,229 sqm,196 sqm,4,4,Yes,Yes,Yes,Yes,3.2km,Yes,1 Years,No,6.4 km,3.25,small,213259
383,301 sqm,274 sqm,4,4,Yes,Yes,Yes,No,4.7km,No,14 Years,No,3.1 km,3.06,medium,211332
384,183 sqm,160 sqm,3,1,No,No,Yes,No,4.2km,No,3 Years,Yes,2.8 km,0.77,large,169796
385,265 sqm,240 sqm,4,3,Yes,Yes,Yes,Yes,5.1km,No,3 Years,Yes,0.5 km,3.11,small,246977
386,287 sqm,245 sqm,5,4,Yes,Yes,Yes,Yes,5.9km,Yes,19 Years,No,1.6 km,4.72,small,230689
387,182 sqm,164 sqm,2,3,No,Yes,No,Yes,5.7km,No,18 Years,No,6.8 km,2.04,medium,138128
388,150 sqm,148 sqm,1,2,No,No,No,No,6.1km,No,17 Years,No,4.9 km,4.51,small,90323
389,337 sqm,318 sqm,5,3,Yes,Yes,Yes,Yes,5.5km,Yes,22 Years,No,3.7 km,5.18,small,265508
390,235 sqm,223 sqm,4,4,Yes,Yes,Yes,No,3.8km,Yes,11 Years,No,1.3 km,3.28,medium,191229
391,340 sqm,309 sqm,5,2,Yes,Yes,No,Yes,2.6km,Yes,21 Years,No,5.3 km,2.85,small,266217
392,230 sqm,211 sqm,4,4,Yes,Yes,Yes,Yes,6.7km,No,8 Years,No,6.8 km,0.25,small,182936
393,497 sqm,439 sqm,7,8,Yes,Yes,Yes,Yes,3.4km,Yes,19 Years,No,3.1 km,4.70,large,410150
394,360 sqm,359 sqm,5,5,Yes,Yes,Yes,Yes,2.5km,Yes,18 Years,No,3.2 km,5.32,medium,285274
395,321 sqm,287 sqm,6,7,Yes,Yes,Yes,Yes,3.1km,Yes,6 Years,Yes,2.5 km,5.36,medium,309603
396,256 sqm,245 sqm,4,4,Yes,Yes,Yes,Yes,4.5km,Yes,10 Years,No,0.9 km,4.61,medium,226431
397,173 sqm,157 sqm,2,1,No,Yes,No,Yes,4.5km,No,11 Years,No,3.2 km,5.45,small,123955
398,294 sqm,292 sqm,4,5,Yes,No,Yes,Yes,4.5km,Yes,16 Years,No,2.1 km,0.68,medium,240637
399,300 sqm,292 sqm,5,2,Yes,Yes,Yes,Yes,4.1km,Yes,17 Years,No,3.6 km,1.83,small,252552
400,256 sqm,243 sqm,4,4,Yes,Yes,Yes,Yes,0.1km,No,3 Years,No,5.3 km,1.64,small,221797
401,235 sqm,203 sqm,4,4,No,Yes,Yes,Yes,3.6km,Yes,3 Years,No,3.6 km,4.98,medium,209576
402,165 sqm,146 sqm,3,3,Yes,No,Yes,No,6.1km,No,10 Years,No,2.9 km,4.53,large,124165
403,303 sqm,271 sqm,4,3,Yes,Yes,Yes,Yes,5.4km,Yes,2 Years,No,1.1 km,3.11,small,259452
404,169 sqm,156 sqm,2,2,Yes,Yes,No,No,6.2km,No,21 Years,No,6.5 km,2.63,small,108676
405,280 sqm,260 sqm,4,4,No,Yes,Yes,Yes,6.7km,Yes,17 Years,No,2.8 km,2.97,small,231117
406,263 sqm,247 sqm,4,3,Yes,Yes,Yes,Yes,0.1km,Yes,18 Years,No,4.9 km,2.40,medium,246318
407,146 sqm,131 sqm,1,2,No,Yes,No,No,0.4km,No,22 Years,No,1.5 km,0.41,small,124949
408,211 sqm,186 sqm,3,2,Yes,Yes,No,No,3.3km,No,9 Years,No,0.6 km,5.34,medium,152813
409,152 sqm,135 sqm,3,4,No,No,No,Yes,1.1km,No,6 Years,No,3.3 km,4.03,small,123624
410,137 sqm,131 sqm,1,2,No,No,No,No,1.8km,No,1 Years,No,3.5 km,1.22,small,106898
411,267 sqm,240 sqm,5,5,Yes,Yes,Yes,Yes,1.2km,Yes,10 Years,No,1.4 km,2.65,small,239957
412,175 sqm,164 sqm,3,4,No,No,Yes,No,6.2km,No,7 Years,No,6.6 km,3.53,large,117941
413,284 sqm,253 sqm,5,3,No,Yes,Yes,Yes,2.2km,No,3 Years,No,3.3 km,3.32,small,226460
414,124 sqm,123 sqm,1,1,No,No,No,No,5.2km,No,8 Years,No,2.9 km,0.83,small,84013
415,221 sqm,190 sqm,3,4,Yes,Yes,Yes,No,2.7km,No,16 Years,Yes,3.3 km,2.24,medium,204873
416,216 sqm,202 sqm,4,4,Yes,Yes,No,Yes,1.2km,Yes,22 Years,No,6.3 km,0.06,medium,192404
417,222 sqm,221 sqm,4,5,Yes,No,Yes,Yes,4.7km,Yes,2 Years,No,3.3 km,4.77,small,188729
418,215 sqm,212 sqm,4,3,Yes,Yes,No,Yes,4.1km,No,21 Years,No,5.8 km,4.16,small,159951
419,293 sqm,273 sqm,5,2,Yes,Yes,Yes,Yes,0.2km,Yes,17 Years,No,0.3 km,1.09,small,268572
420,161 sqm,143 sqm,2,1,No,No,Yes,No,4.1km,No,4 Years,No,4.1 km,0.35,medium,125420
421,201 sqm,193 sqm,3,2,No,No,No,No,4.6km,No,16 Years,No,1.1 km,5.97,small,122177
422,318 sqm,279 sqm,5,3,Yes,Yes,Yes,No,1.4km,Yes,5 Years,No,2.7 km,5.05,small,255561
423,270 sqm,253 sqm,4,2,Yes,Yes,No,Yes,4.6km,Yes,18 Years,No,5.3 km,0.51,small,213956
424,247 sqm,236 sqm,5,4,No,Yes,Yes,Yes,5.3km,Yes,7 Years,No,2.1 km,5.58,small,204578
425,265 sqm,231 sqm,4,5,Yes,Yes,Yes,Yes,0.4km,Yes,9 Years,Yes,0.5 km,2.15,small,278178
426,253 sqm,250 sqm,4,5,No,Yes,Yes,Yes,1.3km,Yes,20 Years,No,6.3 km,3.61,small,208624
427,542 sqm,537 sqm,7,7,Yes,Yes,Yes,Yes,4.3km,Yes,5 Years,No,5.4 km,1.55,medium,442963
428,123 sqm,123 sqm,1,1,Yes,No,No,No,0.6km,No,21 Years,No,1.5 km,2.54,medium,97975
429,122 sqm,111 sqm,1,1,No,Yes,No,No,3.3km,No,15 Years,No,1.5 km,1.09,medium,97123
430,200 sqm,195 sqm,3,4,No,No,Yes,No,2.1km,Yes,16 Years,No,2.1 km,5.46,large,158833
431,232 sqm,228 sqm,5,2,Yes,Yes,No,Yes,4.6km,Yes,3 Years,No,4.6 km,5.42,medium,206522
432,229 sqm,206 sqm,3,2,Yes,No,No,No,3.7km,No,18 Years,No,1.5 km,1.80,large,158783
433,275 sqm,253 sqm,4,4,Yes,Yes,Yes,Yes,3.8km,No,22 Years,No,3.2 km,5.74,small,206450
434,276 sqm,271 sqm,5,2,Yes,Yes,Yes,Yes,3.2km,Yes,9 Years,No,4.5 km,3.14,medium,238341
435,282 sqm,255 sqm,5,5,Yes,Yes,Yes,No,4.9km,Yes,5 Years,No,1.4 km,0.20,medium,235811
436,301 sqm,290 sqm,5,3,Yes,Yes,Yes,Yes,0.3km,Yes,6 Years,No,1.4 km,5.27,small,271236
437,361 sqm,327 sqm,6,4,Yes,Yes,Yes,Yes,0.5km,No,4 Years,No,2.8 km,3.16,medium,299391
438,213 sqm,191 sqm,4,5,Yes,Yes,Yes,Yes,4.6km,Yes,14 Years,No,4.3 km,3.19,small,188032
439,282 sqm,241 sqm,4,4,Yes,Yes,Yes,No,6.8km,Yes,16 Years,No,4.5 km,5.72,small,210328
440,238 sqm,229 sqm,5,3,Yes,Yes,Yes,Yes,0.5km,Yes,21 Years,No,5.3 km,0.29,medium,214802
441,199 sqm,190 sqm,4,3,Yes,Yes,Yes,Yes,3.9km,Yes,12 Years,No,5.9 km,5.92,medium,170845
442,462 sqm,431 sqm,7,7,Yes,Yes,Yes,Yes,4.9km,Yes,1 Years,No,6.7 km,2.41,extra_large,397105
443,139 sqm,127 sqm,1,2,No,No,Yes,No,4.5km,No,8 Years,No,0.9 km,0.02,medium,109765
444,113 sqm,102 sqm,1,2,No,Yes,No,No,5.9km,No,16 Years,No,4.1 km,2.94,small,79384
445,300 sqm,265 sqm,4,2,Yes,Yes,Yes,Yes,5.9km,Yes,10 Years,No,4.7 km,0.67,medium,259138
